Date,Close
2025-06-05,200.02
2025-06-06,203.3
2025-06-09,200.84
2025-06-10,202.06
2025-06-11,198.18
2025-06-12,198.6
2025-06-13,195.85
2025-06-16,197.82
2025-06-17,195.05
2025-06-18,195.98
2025-06-20,200.39
2025-06-23,200.89
2025-06-24,199.69
2025-06-25,200.95
2025-06-26,200.39
2025-06-27,200.47
2025-06-30,204.55
2025-07-01,207.19
2025-07-02,211.8
2025-07-03,212.9
2025-07-07,209.31
2025-07-08,209.37
2025-07-09,210.5
2025-07-10,211.77
2025-07-11,210.52
2025-07-14,207.99
2025-07-15,208.48
2025-07-16,209.52
2025-07-17,209.38
2025-07-18,210.54
2025-07-21,211.84
2025-07-22,213.75
2025-07-23,213.5
2025-07-24,213.11
2025-07-25,213.23
2025-07-28,213.4
2025-07-29,210.63
2025-07-30,208.42
2025-07-31,206.94
2025-08-01,201.77
2025-08-04,202.73
2025-08-05,202.3
2025-08-06,212.6
2025-08-07,219.36
2025-08-08,228.65
2025-08-11,226.75
2025-08-12,229.21
2025-08-13,232.89
2025-08-14,232.34
2025-08-15,231.15
2025-08-18,230.45
2025-08-19,230.12
2025-08-20,225.58
2025-08-21,224.47
2025-08-22,227.33
2025-08-25,226.73
2025-08-26,228.87
2025-08-27,230.05
2025-08-28,232.12
2025-08-29,231.7
2025-09-02,229.28
2025-09-03,238.02
2025-09-04,239.32
2025-09-05,239.23
2025-09-08,237.43
2025-09-09,233.9
2025-09-10,226.36
2025-09-11,229.59
2025-09-12,233.62
2025-09-15,236.25
2025-09-16,237.7
2025-09-17,238.54
2025-09-18,237.43
2025-09-19,245.03
2025-09-22,255.59
2025-09-23,253.95
2025-09-24,251.83
2025-09-25,256.38
2025-09-26,254.97
2025-09-29,253.95
2025-09-30,254.15
2025-10-01,254.96
2025-10-02,256.64
2025-10-03,257.53
2025-10-06,256.2
2025-10-07,255.99
2025-10-08,257.57
2025-10-09,253.56
2025-10-10,244.8
2025-10-13,247.19
2025-10-14,247.3
2025-10-15,248.87
2025-10-16,246.98
2025-10-17,251.81
2025-10-20,261.74
2025-10-21,262.27
2025-10-22,257.96
2025-10-23,259.09
2025-10-24,262.32
2025-10-27,268.3
2025-10-28,268.49
2025-10-29,269.19
2025-10-30,270.88
2025-10-31,269.86
2025-11-03,268.54
2025-11-04,269.53
2025-11-05,269.63
2025-11-06,269.26
2025-11-07,267.96
2025-11-10,269.18
2025-11-11,274.99
2025-11-12,273.21
2025-11-13,272.69
2025-11-14,272.16
2025-11-17,267.21
2025-11-18,267.19
2025-11-19,268.31
2025-11-20,266.0
2025-11-21,271.24
2025-11-24,275.66
2025-11-25,276.71
2025-11-26,277.29
2025-11-28,278.59
2025-12-01,282.84
2025-12-02,285.92
2025-12-03,283.88
2025-12-04,280.44
2025-12-05,278.52
2025-12-08,277.63
2025-12-09,276.92
2025-12-10,278.52
2025-12-11,277.77
2025-12-12,278.02
2025-12-15,273.85
2025-12-16,274.35
2025-12-17,271.59
2025-12-18,271.94
2025-12-19,273.41
2025-12-22,270.72
2025-12-23,272.11
2025-12-24,273.55
2025-12-26,273.14
2025-12-29,273.5
2025-12-30,272.82
2025-12-31,271.61
2026-01-02,270.76
2026-01-05,267.01
2026-01-06,262.11
2026-01-07,260.09
2026-01-08,258.8
2026-01-09,259.13
2026-01-12,260.01
2026-01-13,260.81
2026-01-14,259.72
2026-01-15,257.97
2026-01-16,255.29
2026-01-20,246.47
2026-01-21,247.42
2026-01-22,248.12
2026-01-23,247.81
2026-01-26,255.17
2026-01-27,258.03
2026-01-28,256.2
2026-01-29,258.04
2026-01-30,259.24
2026-02-02,269.76
2026-02-03,269.23
2026-02-04,276.23
2026-02-05,275.65
2026-02-06,277.86
2026-02-09,274.62
2026-02-10,273.68
2026-02-11,275.5
2026-02-12,261.73
2026-02-13,255.78
2026-02-17,263.88
2026-02-18,264.35
2026-02-19,260.58
2026-02-20,264.58
2026-02-23,266.18
2026-02-24,272.14
2026-02-25,274.23
2026-02-26,272.95
2026-02-27,264.18
2026-03-02,264.72
2026-03-03,263.75
2026-03-04,262.52
2026-03-05,260.29
2026-03-06,257.46
2026-03-09,259.88
2026-03-10,260.83
2026-03-11,260.81
2026-03-12,255.76
2026-03-13,250.12
