Date,Close
2024-08-19,416.66
2024-08-20,419.89
2024-08-21,419.24
2024-08-22,410.75
2024-08-23,411.97
2024-08-26,408.71
2024-08-27,409.06
2024-08-28,405.85
2024-08-29,408.34
2024-08-30,412.32
2024-09-03,404.71
2024-09-04,404.17
2024-09-05,403.67
2024-09-06,397.06
2024-09-09,401.03
2024-09-10,409.41
2024-09-11,418.15
2024-09-12,422.06
2024-09-13,425.61
2024-09-16,426.35
2024-09-17,430.12
2024-09-18,425.83
2024-09-19,433.62
2024-09-20,430.24
2024-09-23,428.5
2024-09-24,424.21
2024-09-25,427.11
2024-09-26,426.32
2024-09-27,423.07
2024-09-30,425.32
2024-10-01,415.83
2024-10-02,412.31
2024-10-03,411.72
2024-10-04,411.25
2024-10-07,404.8
2024-10-08,409.92
2024-10-09,412.63
2024-10-10,411.03
2024-10-11,411.51
2024-10-14,414.29
2024-10-15,413.9
2024-10-16,411.31
2024-10-17,411.9
2024-10-18,413.33
2024-10-21,413.94
2024-10-22,422.57
2024-10-23,419.69
2024-10-24,419.82
2024-10-25,423.2
2024-10-28,421.66
2024-10-29,426.96
2024-10-30,427.53
2024-10-31,401.65
2024-11-01,405.63
2024-11-04,403.74
2024-11-05,406.7
2024-11-06,415.32
2024-11-07,420.51
2024-11-08,417.65
2024-11-11,413.18
2024-11-12,418.14
2024-11-13,420.28
2024-11-14,421.95
2024-11-15,410.2
2024-11-18,410.95
2024-11-19,412.96
2024-11-20,410.69
2024-11-21,408.91
2024-11-22,413.0
2024-11-25,414.78
2024-11-26,423.89
2024-11-27,418.94
2024-11-29,419.4
2024-12-02,426.85
2024-12-03,427.07
2024-12-04,433.23
2024-12-05,438.38
2024-12-06,439.32
2024-12-09,441.75
2024-12-10,439.08
2024-12-11,444.69
2024-12-12,445.25
2024-12-13,442.98
2024-12-16,447.26
2024-12-17,450.1
2024-12-18,433.2
2024-12-19,432.84
2024-12-20,432.42
2024-12-23,431.08
2024-12-24,435.12
2024-12-26,433.91
2024-12-27,426.4
2024-12-30,420.76
2024-12-31,417.46
2025-01-02,414.57
2025-01-03,419.29
2025-01-06,423.75
2025-01-07,418.32
2025-01-08,420.49
2025-01-10,414.94
2025-01-13,413.19
2025-01-14,411.69
2025-01-15,422.22
2025-01-16,420.51
2025-01-17,424.92
2025-01-21,424.39
2025-01-22,441.92
2025-01-23,442.43
2025-01-24,439.8
2025-01-27,430.4
2025-01-28,442.91
2025-01-29,438.09
2025-01-30,411.01
2025-01-31,411.08
2025-02-03,406.98
2025-02-04,408.42
2025-02-05,409.33
2025-02-06,411.84
2025-02-07,405.82
2025-02-10,408.27
2025-02-11,407.5
2025-02-12,405.12
2025-02-13,406.61
2025-02-14,404.52
2025-02-18,405.71
2025-02-19,410.8
2025-02-20,412.97
2025-02-21,405.11
2025-02-24,400.93
2025-02-25,394.88
2025-02-26,396.69
2025-02-27,389.55
2025-02-28,393.97
2025-03-03,385.54
2025-03-04,385.66
2025-03-05,397.97
2025-03-06,393.87
2025-03-07,390.32
2025-03-10,377.27
2025-03-11,377.56
2025-03-12,380.36
2025-03-13,375.89
2025-03-14,385.61
2025-03-17,385.75
2025-03-18,380.61
2025-03-19,384.87
2025-03-20,383.9
2025-03-21,388.29
2025-03-24,390.09
2025-03-25,392.16
2025-03-26,387.01
2025-03-27,387.61
2025-03-28,375.92
2025-03-31,372.54
2025-04-01,379.29
2025-04-02,379.24
2025-04-03,370.28
2025-04-04,357.11
2025-04-07,355.14
2025-04-08,351.87
2025-04-09,387.52
2025-04-10,378.45
2025-04-11,385.5
2025-04-14,384.86
2025-04-15,382.8
2025-04-16,368.79
2025-04-17,364.99
2025-04-21,356.39
